timestamp,r11,r12,r13,t1,r21,r22,r23,t2,r31,r32,r33,t3,ObjectID,X_3D,Y_3D,Z_3D,Height_3D,Width_3D,Depth,Velocity
0,1,0,0,0,0,1,0,0,0,0,1,0,1,-4.33839390127761,0.826921733903706,13.1722088311688,1.50892687580425,2.30996213086082,13.1722088311688,0
0,1,0,0,0,0,1,0,0,0,0,1,0,6,-13.1584526806768,-0.647350121319569,126.78251,3.40672842484817,5.55834637738385,126.78251,0
0,1,0,0,0,0,1,0,0,0,0,1,0,8,7.67457632181285,0.023672182143298,8.85816663755459,1.05231969731003,0.288135155215841,8.85816663755459,0
0,1,0,0,0,0,1,0,0,0,0,1,0,5,2.73361287821457,0.534590325603913,13.5535868151448,1.61011944777726,0.709219280568555,13.5535868151448,0
0,1,0,0,0,0,1,0,0,0,0,1,0,2,1.08575027348293,0.54515694813699,19.3807658598726,1.53491216996176,1.83641277477568,19.3807658598726,0
0,1,0,0,0,0,1,0,0,0,0,1,0,7,0.113514257641659,0.378888981011267,25.786273220339,2.00574554897394,1.53166023739828,25.786273220339,0
0,1,0,0,0,0,1,0,0,0,0,1,0,4,3.86728658941838,0.8412163663326,9.09650295964126,1.24787408906404,1.86537879293079,9.09650295964126,0
0,1,0,0,0,0,1,0,0,0,0,1,0,3,-6.14912256438687,0.348050077709418,38.5162055696203,1.47072619540414,2.39673898510304,38.5162055696203,0
0.1038752,0.999978721,0.000361846,-0.006516571,-0.007776582,-0.000359798,0.999999881,0.000315446,0.000402791,0.006516685,-0.000313094,0.999978721,0.092416734,3,-5.90400153181952,0.293578737138894,38.5162055696203,1.36178351426309,2.34226764453252,38.5162055696203,2.41732841928721
0.1038752,0.999978721,0.000361846,-0.006516571,-0.007776582,-0.000359798,0.999999881,0.000315446,0.000402791,0.006516685,-0.000313094,0.999978721,0.092416734,7,0.17814699766687,0.222639320963919,24.6378966801619,2.05579691011507,1.60282470958124,24.6378966801619,11.1745477623181
0.1038752,0.999978721,0.000361846,-0.006516571,-0.007776582,-0.000359798,0.999999881,0.000315446,0.000402791,0.006516685,-0.000313094,0.999978721,0.092416734,4,3.93654308335878,0.85543759984778,8.97575292035398,1.20592156631794,1.8533110387623,8.97575292035398,1.34705850121892
0.1038752,0.999978721,0.000361846,-0.006516571,-0.007776582,-0.000359798,0.999999881,0.000315446,0.000402791,0.006516685,-0.000313094,0.999978721,0.092416734,5,2.78491466166394,0.485588614824,13.5234677333333,1.47266295417998,0.669392251899991,13.5234677333333,0.741973938255901
0.1038752,0.999978721,0.000361846,-0.006516571,-0.007776582,-0.000359798,0.999999881,0.000315446,0.000402791,0.006516685,-0.000313094,0.999978721,0.092416734,2,1.16426984540974,0.543426291158778,19.3192396190476,1.58468369837549,1.93987142387344,19.3192396190476,0.960467135891716
0.1038752,0.999978721,0.000361846,-0.006516571,-0.007776582,-0.000359798,0.999999881,0.000315446,0.000402791,0.006516685,-0.000313094,0.999978721,0.092416734,6,-11.6343899642974,-0.109445633185648,126.78251,3.76533141693745,6.81345684969633,126.78251,15.5590732377977
0.1038752,0.999978721,0.000361846,-0.006516571,-0.007776582,-0.000359798,0.999999881,0.000315446,0.000402791,0.006516685,-0.000313094,0.999978721,0.092416734,1,-4.21840882704007,0.797930276182413,13.0033343589744,1.45280186538734,2.261957334717,13.0033343589744,2.01374512573596
0.2078941,0.999906957,0.001123244,-0.013594908,-0.016596172,-0.001120616,0.999999344,0.00020096,-0.001055518,0.013595125,-0.000185706,0.999907553,0.193190977,7,0.404060508119055,0.379939036158146,23.5874437209302,1.96814665425745,1.53448722196343,23.5874437209302,10.4396823696549
0.2078941,0.999906957,0.001123244,-0.013594908,-0.016596172,-0.001120616,0.999999344,0.00020096,-0.001055518,0.013595125,-0.000185706,0.999907553,0.193190977,6,-10.5281282109984,-0.103007654762963,119.324715294118,3.54384133358819,6.24391092108395,119.324715294118,72.4810625748179
0.2078941,0.999906957,0.001123244,-0.013594908,-0.016596172,-0.001120616,0.999999344,0.00020096,-0.001055518,0.013595125,-0.000185706,0.999907553,0.193190977,2,1.31454157542811,0.529765224793472,19.3192396190476,1.55736156564488,1.91254929114283,19.3192396190476,1.45061531975976
0.2078941,0.999906957,0.001123244,-0.013594908,-0.016596172,-0.001120616,0.999999344,0.00020096,-0.001055518,0.013595125,-0.000185706,0.999907553,0.193190977,1,-4.07470780612445,0.813349635723334,12.8117062736842,1.44951104170825,2.24674211464779,12.8117062736842,2.30745451820795
0.2078941,0.999906957,0.001123244,-0.013594908,-0.016596172,-0.001120616,0.999999344,0.00020096,-0.001055518,0.013595125,-0.000185706,0.999907553,0.193190977,4,4.00571727399985,0.864254177014588,8.80688926193922,1.23305457193073,1.90562979298385,8.80688926193922,1.75637068432864
0.2078941,0.999906957,0.001123244,-0.013594908,-0.016596172,-0.001120616,0.999999344,0.00020096,-0.001055518,0.013595125,-0.000185706,0.999907553,0.193190977,3,-5.69492432408816,0.3228578112931,38.7615317197452,1.42527558639306,2.30236825494264,38.7615317197452,3.11154497934155
0.2078941,0.999906957,0.001123244,-0.013594908,-0.016596172,-0.001120616,0.999999344,0.00020096,-0.001055518,0.013595125,-0.000185706,0.999907553,0.193190977,5,2.89010487267679,0.466463121912572,13.5234677333333,1.51091394000284,0.688517744811419,13.5234677333333,1.02783970636933
0.3117497,0.999778211,0.001332445,-0.021017468,-0.030436376,-0.001341198,0.999999046,-0.000402355,-0.003250245,0.021016911,0.000430454,0.999779046,0.287668526,6,-9.85311081412445,-0.524893527809176,119.324715294118,3.03757828593273,5.56889352421001,119.324715294118,7.66461002815294
0.3117497,0.999778211,0.001332445,-0.021017468,-0.030436376,-0.001341198,0.999999046,-0.000402355,-0.003250245,0.021016911,0.000430454,0.999779046,0.287668526,2,1.48272133446619,0.539997734116767,19.1973516719243,1.57468569396933,1.92763248744522,19.1973516719243,2.00235964966845
0.3117497,0.999778211,0.001332445,-0.021017468,-0.030436376,-0.001341198,0.999999046,-0.000402355,-0.003250245,0.021016911,0.000430454,0.999779046,0.287668526,3,-5.44824201105859,0.350266957185274,38.7615317197452,1.48009387817741,2.35718654672699,38.7615317197452,2.38986027100161
0.3117497,0.999778211,0.001332445,-0.021017468,-0.030436376,-0.001341198,0.999999046,-0.000402355,-0.003250245,0.021016911,0.000430454,0.999779046,0.287668526,7,0.670927851069217,0.429976662961302,23.5874437209302,1.93478823638868,1.53448722196343,23.5874437209302,2.61437852102072
0.3117497,0.999778211,0.001332445,-0.021017468,-0.030436376,-0.001341198,0.999999046,-0.000402355,-0.003250245,0.021016911,0.000430454,0.999779046,0.287668526,5,2.98573233723393,0.514276854191143,13.5234677333333,1.56829041873712,0.688517744811419,13.5234677333333,1.02945585633187
0.3117497,0.999778211,0.001332445,-0.021017468,-0.030436376,-0.001341198,0.999999046,-0.000402355,-0.003250245,0.021016911,0.000430454,0.999779046,0.287668526,1,-3.96599447799633,0.82240907973401,12.8117062736842,1.4676299297296,2.28297989069049,12.8117062736842,1.0504022112032
0.3117497,0.999778211,0.001332445,-0.021017468,-0.030436376,-0.001341198,0.999999046,-0.000402355,-0.003250245,0.021016911,0.000430454,0.999779046,0.287668526,4,4.06011163400624,0.848294937950398,8.64426204545455,1.2591855063135,1.9315661164809,8.64426204545455,1.65830106573105
0.415622,0.999539912,0.001931563,-0.030269586,-0.041952476,-0.001988536,0.999996305,-0.001852218,-0.002774144,0.030265896,0.001911558,0.999540031,0.391514838,3,-4.97798874212062,0.348050077709418,38.5162055696203,1.47072619540414,2.34226764453252,38.5162055696203,5.10630450053627
0.415622,0.999539912,0.001931563,-0.030269586,-0.041952476,-0.001988536,0.999996305,-0.001852218,-0.002774144,0.030265896,0.001911558,0.999540031,0.391514838,7,0.827455112193361,0.382907309878132,23.771720625,1.91628473897709,1.58009443389339,23.771720625,2.37138782019925
